Restaurant_ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Review
16668008,Arigato Sushi,37,Yorkton,"14 Second Ave North, Yorkton, SK S3N 1G1",Yorkton,"Yorkton, Yorkton",-102.4613173,51.2106824,Asian,25,0,0,0,0,2,3.3,CDD614,Average,26,"['i love arigato sushi!!!! the best restaurant in yorkton! they are always serving a delicious food and service is good. the price is not bad. my fav roll is crazy roll!!! but they are not enough for big table but it is okey to having fun with family time!  Family Eats Friend', 'Was in Yorkton on a work trip and decided to try a few local spots. The sushi was ok, tuna smelled a little odd. The beef short ribs were tough and hard to eat but did have good flavour. Restaurant was clean. Service was overall ok.', ""Had a sushi supper last week. The waitress was attentive and very nice. Although it isn't huge inside, we fit into a booth and were quite comfortable. The sushi was made fresh, the rolls were delicious and the nigiri was good as well.\xa0  We ordered the sushi tray 'b', maki combo, and unagi rolls, while the kids also enjoyed the chicken teriyaki meal and udong soup. We had started with the tako yaki (battered octopus) and it was great, done differently then I expected but I would have again.  We do wish they would have had a better mixed sushi combo available. But we worked it out, topped it off with a sapporo and we were stuffed!\xa0Overall I was impressed at the sushi in Yorkton."", ""I was travelling trough and called in my order for Pick-up, \xa0I never stayed to eat in the restaurant, seems ok at a glance and staff appeared friendly. \xa0 Ordered the assorted sushi combo (spicy maki) and I was pleasantly surprised. \xa0All seafood nigiri and no sweet egg or bean curd, \xa0I don't care for those 2. \xa0If I was staying in Yorkton I would eat here again and I would definitely call in an order for pick up again while passing through."", 'Delicious Food.. Yorkton isn\'t exactly known for its food and it can definitely be difficult to find variety, much less variety that is as good as this. The restaurant itself isn\'t really anything special, aside from the waitresses, who dress is traditional garb.... But looks can be deceiving and the food here is amazing. I tried several items on the menu, ranging from sushi to stir-fried noodles with beef and soup, as well as tempura, and all of it was delicious. The portions were quite large as well.\r \r I would definitely recommend this place if you\'re looking for something a little different.... If you\'re a fan of sushi or want to give it a try, they have a lot to choose from and you won\'t be disappointed. The prices ""seem"" a bit high for the sushi but you really do get large portions... And even if you\'re not a fan of sushi or have no interest in trying it, they have plenty of other options to choose from.']"
16668008,Arigato Sushi,37,Yorkton,"14 Second Ave North, Yorkton, SK S3N 1G1",Yorkton,"Yorkton, Yorkton",-102.4613173,51.2106824,Asian,25,0,0,0,0,2,3.3,CDD614,Average,26,"['i love arigato sushi!!!! the best restaurant in yorkton! they are always serving a delicious food and service is good. the price is not bad. my fav roll is crazy roll!!! but they are not enough for big table but it is okey to having fun with family time!  Family Eats Friend', 'Was in Yorkton on a work trip and decided to try a few local spots. The sushi was ok, tuna smelled a little odd. The beef short ribs were tough and hard to eat but did have good flavour. Restaurant was clean. Service was overall ok.', ""Had a sushi supper last week. The waitress was attentive and very nice. Although it isn't huge inside, we fit into a booth and were quite comfortable. The sushi was made fresh, the rolls were delicious and the nigiri was good as well.\xa0  We ordered the sushi tray 'b', maki combo, and unagi rolls, while the kids also enjoyed the chicken teriyaki meal and udong soup. We had started with the tako yaki (battered octopus) and it was great, done differently then I expected but I would have again.  We do wish they would have had a better mixed sushi combo available. But we worked it out, topped it off with a sapporo and we were stuffed!\xa0Overall I was impressed at the sushi in Yorkton."", ""I was travelling trough and called in my order for Pick-up, \xa0I never stayed to eat in the restaurant, seems ok at a glance and staff appeared friendly. \xa0 Ordered the assorted sushi combo (spicy maki) and I was pleasantly surprised. \xa0All seafood nigiri and no sweet egg or bean curd, \xa0I don't care for those 2. \xa0If I was staying in Yorkton I would eat here again and I would definitely call in an order for pick up again while passing through."", 'Delicious Food.. Yorkton isn\'t exactly known for its food and it can definitely be difficult to find variety, much less variety that is as good as this. The restaurant itself isn\'t really anything special, aside from the waitresses, who dress is traditional garb.... But looks can be deceiving and the food here is amazing. I tried several items on the menu, ranging from sushi to stir-fried noodles with beef and soup, as well as tempura, and all of it was delicious. The portions were quite large as well.\r \r I would definitely recommend this place if you\'re looking for something a little different.... If you\'re a fan of sushi or want to give it a try, they have a lot to choose from and you won\'t be disappointed. The prices ""seem"" a bit high for the sushi but you really do get large portions... And even if you\'re not a fan of sushi or have no interest in trying it, they have plenty of other options to choose from.']"
16668008,Arigato Sushi,37,Yorkton,"14 Second Ave North, Yorkton, SK S3N 1G1",Yorkton,"Yorkton, Yorkton",-102.4613173,51.2106824,Asian,25,0,0,0,0,2,3.3,CDD614,Average,26,"['i love arigato sushi!!!! the best restaurant in yorkton! they are always serving a delicious food and service is good. the price is not bad. my fav roll is crazy roll!!! but they are not enough for big table but it is okey to having fun with family time!  Family Eats Friend', 'Was in Yorkton on a work trip and decided to try a few local spots. The sushi was ok, tuna smelled a little odd. The beef short ribs were tough and hard to eat but did have good flavour. Restaurant was clean. Service was overall ok.', ""Had a sushi supper last week. The waitress was attentive and very nice. Although it isn't huge inside, we fit into a booth and were quite comfortable. The sushi was made fresh, the rolls were delicious and the nigiri was good as well.\xa0  We ordered the sushi tray 'b', maki combo, and unagi rolls, while the kids also enjoyed the chicken teriyaki meal and udong soup. We had started with the tako yaki (battered octopus) and it was great, done differently then I expected but I would have again.  We do wish they would have had a better mixed sushi combo available. But we worked it out, topped it off with a sapporo and we were stuffed!\xa0Overall I was impressed at the sushi in Yorkton."", ""I was travelling trough and called in my order for Pick-up, \xa0I never stayed to eat in the restaurant, seems ok at a glance and staff appeared friendly. \xa0 Ordered the assorted sushi combo (spicy maki) and I was pleasantly surprised. \xa0All seafood nigiri and no sweet egg or bean curd, \xa0I don't care for those 2. \xa0If I was staying in Yorkton I would eat here again and I would definitely call in an order for pick up again while passing through."", 'Delicious Food.. Yorkton isn\'t exactly known for its food and it can definitely be difficult to find variety, much less variety that is as good as this. The restaurant itself isn\'t really anything special, aside from the waitresses, who dress is traditional garb.... But looks can be deceiving and the food here is amazing. I tried several items on the menu, ranging from sushi to stir-fried noodles with beef and soup, as well as tempura, and all of it was delicious. The portions were quite large as well.\r \r I would definitely recommend this place if you\'re looking for something a little different.... If you\'re a fan of sushi or want to give it a try, they have a lot to choose from and you won\'t be disappointed. The prices ""seem"" a bit high for the sushi but you really do get large portions... And even if you\'re not a fan of sushi or have no interest in trying it, they have plenty of other options to choose from.']"
16668008,Arigato Sushi,37,Yorkton,"14 Second Ave North, Yorkton, SK S3N 1G1",Yorkton,"Yorkton, Yorkton",-102.4613173,51.2106824,Asian,25,0,0,0,0,2,3.3,CDD614,Average,26,"['i love arigato sushi!!!! the best restaurant in yorkton! they are always serving a delicious food and service is good. the price is not bad. my fav roll is crazy roll!!! but they are not enough for big table but it is okey to having fun with family time!  Family Eats Friend', 'Was in Yorkton on a work trip and decided to try a few local spots. The sushi was ok, tuna smelled a little odd. The beef short ribs were tough and hard to eat but did have good flavour. Restaurant was clean. Service was overall ok.', ""Had a sushi supper last week. The waitress was attentive and very nice. Although it isn't huge inside, we fit into a booth and were quite comfortable. The sushi was made fresh, the rolls were delicious and the nigiri was good as well.\xa0  We ordered the sushi tray 'b', maki combo, and unagi rolls, while the kids also enjoyed the chicken teriyaki meal and udong soup. We had started with the tako yaki (battered octopus) and it was great, done differently then I expected but I would have again.  We do wish they would have had a better mixed sushi combo available. But we worked it out, topped it off with a sapporo and we were stuffed!\xa0Overall I was impressed at the sushi in Yorkton."", ""I was travelling trough and called in my order for Pick-up, \xa0I never stayed to eat in the restaurant, seems ok at a glance and staff appeared friendly. \xa0 Ordered the assorted sushi combo (spicy maki) and I was pleasantly surprised. \xa0All seafood nigiri and no sweet egg or bean curd, \xa0I don't care for those 2. \xa0If I was staying in Yorkton I would eat here again and I would definitely call in an order for pick up again while passing through."", 'Delicious Food.. Yorkton isn\'t exactly known for its food and it can definitely be difficult to find variety, much less variety that is as good as this. The restaurant itself isn\'t really anything special, aside from the waitresses, who dress is traditional garb.... But looks can be deceiving and the food here is amazing. I tried several items on the menu, ranging from sushi to stir-fried noodles with beef and soup, as well as tempura, and all of it was delicious. The portions were quite large as well.\r \r I would definitely recommend this place if you\'re looking for something a little different.... If you\'re a fan of sushi or want to give it a try, they have a lot to choose from and you won\'t be disappointed. The prices ""seem"" a bit high for the sushi but you really do get large portions... And even if you\'re not a fan of sushi or have no interest in trying it, they have plenty of other options to choose from.']"
16668008,Arigato Sushi,37,Yorkton,"14 Second Ave North, Yorkton, SK S3N 1G1",Yorkton,"Yorkton, Yorkton",-102.4613173,51.2106824,Asian,25,0,0,0,0,2,3.3,CDD614,Average,26,"['i love arigato sushi!!!! the best restaurant in yorkton! they are always serving a delicious food and service is good. the price is not bad. my fav roll is crazy roll!!! but they are not enough for big table but it is okey to having fun with family time!  Family Eats Friend', 'Was in Yorkton on a work trip and decided to try a few local spots. The sushi was ok, tuna smelled a little odd. The beef short ribs were tough and hard to eat but did have good flavour. Restaurant was clean. Service was overall ok.', ""Had a sushi supper last week. The waitress was attentive and very nice. Although it isn't huge inside, we fit into a booth and were quite comfortable. The sushi was made fresh, the rolls were delicious and the nigiri was good as well.\xa0  We ordered the sushi tray 'b', maki combo, and unagi rolls, while the kids also enjoyed the chicken teriyaki meal and udong soup. We had started with the tako yaki (battered octopus) and it was great, done differently then I expected but I would have again.  We do wish they would have had a better mixed sushi combo available. But we worked it out, topped it off with a sapporo and we were stuffed!\xa0Overall I was impressed at the sushi in Yorkton."", ""I was travelling trough and called in my order for Pick-up, \xa0I never stayed to eat in the restaurant, seems ok at a glance and staff appeared friendly. \xa0 Ordered the assorted sushi combo (spicy maki) and I was pleasantly surprised. \xa0All seafood nigiri and no sweet egg or bean curd, \xa0I don't care for those 2. \xa0If I was staying in Yorkton I would eat here again and I would definitely call in an order for pick up again while passing through."", 'Delicious Food.. Yorkton isn\'t exactly known for its food and it can definitely be difficult to find variety, much less variety that is as good as this. The restaurant itself isn\'t really anything special, aside from the waitresses, who dress is traditional garb.... But looks can be deceiving and the food here is amazing. I tried several items on the menu, ranging from sushi to stir-fried noodles with beef and soup, as well as tempura, and all of it was delicious. The portions were quite large as well.\r \r I would definitely recommend this place if you\'re looking for something a little different.... If you\'re a fan of sushi or want to give it a try, they have a lot to choose from and you won\'t be disappointed. The prices ""seem"" a bit high for the sushi but you really do get large portions... And even if you\'re not a fan of sushi or have no interest in trying it, they have plenty of other options to choose from.']"
16668008,Arigato Sushi,37,Yorkton,"14 Second Ave North, Yorkton, SK S3N 1G1",Yorkton,"Yorkton, Yorkton",-102.4613173,51.2106824,Asian,25,0,0,0,0,2,3.3,CDD614,Average,26,"['i love arigato sushi!!!! the best restaurant in yorkton! they are always serving a delicious food and service is good. the price is not bad. my fav roll is crazy roll!!! but they are not enough for big table but it is okey to having fun with family time!  Family Eats Friend', 'Was in Yorkton on a work trip and decided to try a few local spots. The sushi was ok, tuna smelled a little odd. The beef short ribs were tough and hard to eat but did have good flavour. Restaurant was clean. Service was overall ok.', ""Had a sushi supper last week. The waitress was attentive and very nice. Although it isn't huge inside, we fit into a booth and were quite comfortable. The sushi was made fresh, the rolls were delicious and the nigiri was good as well.\xa0  We ordered the sushi tray 'b', maki combo, and unagi rolls, while the kids also enjoyed the chicken teriyaki meal and udong soup. We had started with the tako yaki (battered octopus) and it was great, done differently then I expected but I would have again.  We do wish they would have had a better mixed sushi combo available. But we worked it out, topped it off with a sapporo and we were stuffed!\xa0Overall I was impressed at the sushi in Yorkton."", ""I was travelling trough and called in my order for Pick-up, \xa0I never stayed to eat in the restaurant, seems ok at a glance and staff appeared friendly. \xa0 Ordered the assorted sushi combo (spicy maki) and I was pleasantly surprised. \xa0All seafood nigiri and no sweet egg or bean curd, \xa0I don't care for those 2. \xa0If I was staying in Yorkton I would eat here again and I would definitely call in an order for pick up again while passing through."", 'Delicious Food.. Yorkton isn\'t exactly known for its food and it can definitely be difficult to find variety, much less variety that is as good as this. The restaurant itself isn\'t really anything special, aside from the waitresses, who dress is traditional garb.... But looks can be deceiving and the food here is amazing. I tried several items on the menu, ranging from sushi to stir-fried noodles with beef and soup, as well as tempura, and all of it was delicious. The portions were quite large as well.\r \r I would definitely recommend this place if you\'re looking for something a little different.... If you\'re a fan of sushi or want to give it a try, they have a lot to choose from and you won\'t be disappointed. The prices ""seem"" a bit high for the sushi but you really do get large portions... And even if you\'re not a fan of sushi or have no interest in trying it, they have plenty of other options to choose from.']"
16668008,Arigato Sushi,37,Yorkton,"14 Second Ave North, Yorkton, SK S3N 1G1",Yorkton,"Yorkton, Yorkton",-102.4613173,51.2106824,Asian,25,0,0,0,0,2,3.3,CDD614,Average,26,"['i love arigato sushi!!!! the best restaurant in yorkton! they are always serving a delicious food and service is good. the price is not bad. my fav roll is crazy roll!!! but they are not enough for big table but it is okey to having fun with family time!  Family Eats Friend', 'Was in Yorkton on a work trip and decided to try a few local spots. The sushi was ok, tuna smelled a little odd. The beef short ribs were tough and hard to eat but did have good flavour. Restaurant was clean. Service was overall ok.', ""Had a sushi supper last week. The waitress was attentive and very nice. Although it isn't huge inside, we fit into a booth and were quite comfortable. The sushi was made fresh, the rolls were delicious and the nigiri was good as well.\xa0  We ordered the sushi tray 'b', maki combo, and unagi rolls, while the kids also enjoyed the chicken teriyaki meal and udong soup. We had started with the tako yaki (battered octopus) and it was great, done differently then I expected but I would have again.  We do wish they would have had a better mixed sushi combo available. But we worked it out, topped it off with a sapporo and we were stuffed!\xa0Overall I was impressed at the sushi in Yorkton."", ""I was travelling trough and called in my order for Pick-up, \xa0I never stayed to eat in the restaurant, seems ok at a glance and staff appeared friendly. \xa0 Ordered the assorted sushi combo (spicy maki) and I was pleasantly surprised. \xa0All seafood nigiri and no sweet egg or bean curd, \xa0I don't care for those 2. \xa0If I was staying in Yorkton I would eat here again and I would definitely call in an order for pick up again while passing through."", 'Delicious Food.. Yorkton isn\'t exactly known for its food and it can definitely be difficult to find variety, much less variety that is as good as this. The restaurant itself isn\'t really anything special, aside from the waitresses, who dress is traditional garb.... But looks can be deceiving and the food here is amazing. I tried several items on the menu, ranging from sushi to stir-fried noodles with beef and soup, as well as tempura, and all of it was delicious. The portions were quite large as well.\r \r I would definitely recommend this place if you\'re looking for something a little different.... If you\'re a fan of sushi or want to give it a try, they have a lot to choose from and you won\'t be disappointed. The prices ""seem"" a bit high for the sushi but you really do get large portions... And even if you\'re not a fan of sushi or have no interest in trying it, they have plenty of other options to choose from.']"
16668008,Arigato Sushi,37,Yorkton,"14 Second Ave North, Yorkton, SK S3N 1G1",Yorkton,"Yorkton, Yorkton",-102.4613173,51.2106824,Asian,25,0,0,0,0,2,3.3,CDD614,Average,26,"['i love arigato sushi!!!! the best restaurant in yorkton! they are always serving a delicious food and service is good. the price is not bad. my fav roll is crazy roll!!! but they are not enough for big table but it is okey to having fun with family time!  Family Eats Friend', 'Was in Yorkton on a work trip and decided to try a few local spots. The sushi was ok, tuna smelled a little odd. The beef short ribs were tough and hard to eat but did have good flavour. Restaurant was clean. Service was overall ok.', ""Had a sushi supper last week. The waitress was attentive and very nice. Although it isn't huge inside, we fit into a booth and were quite comfortable. The sushi was made fresh, the rolls were delicious and the nigiri was good as well.\xa0  We ordered the sushi tray 'b', maki combo, and unagi rolls, while the kids also enjoyed the chicken teriyaki meal and udong soup. We had started with the tako yaki (battered octopus) and it was great, done differently then I expected but I would have again.  We do wish they would have had a better mixed sushi combo available. But we worked it out, topped it off with a sapporo and we were stuffed!\xa0Overall I was impressed at the sushi in Yorkton."", ""I was travelling trough and called in my order for Pick-up, \xa0I never stayed to eat in the restaurant, seems ok at a glance and staff appeared friendly. \xa0 Ordered the assorted sushi combo (spicy maki) and I was pleasantly surprised. \xa0All seafood nigiri and no sweet egg or bean curd, \xa0I don't care for those 2. \xa0If I was staying in Yorkton I would eat here again and I would definitely call in an order for pick up again while passing through."", 'Delicious Food.. Yorkton isn\'t exactly known for its food and it can definitely be difficult to find variety, much less variety that is as good as this. The restaurant itself isn\'t really anything special, aside from the waitresses, who dress is traditional garb.... But looks can be deceiving and the food here is amazing. I tried several items on the menu, ranging from sushi to stir-fried noodles with beef and soup, as well as tempura, and all of it was delicious. The portions were quite large as well.\r \r I would definitely recommend this place if you\'re looking for something a little different.... If you\'re a fan of sushi or want to give it a try, they have a lot to choose from and you won\'t be disappointed. The prices ""seem"" a bit high for the sushi but you really do get large portions... And even if you\'re not a fan of sushi or have no interest in trying it, they have plenty of other options to choose from.']"
16668008,Arigato Sushi,37,Yorkton,"14 Second Ave North, Yorkton, SK S3N 1G1",Yorkton,"Yorkton, Yorkton",-102.4613173,51.2106824,Asian,25,0,0,0,0,2,3.3,CDD614,Average,26,"['i love arigato sushi!!!! the best restaurant in yorkton! they are always serving a delicious food and service is good. the price is not bad. my fav roll is crazy roll!!! but they are not enough for big table but it is okey to having fun with family time!  Family Eats Friend', 'Was in Yorkton on a work trip and decided to try a few local spots. The sushi was ok, tuna smelled a little odd. The beef short ribs were tough and hard to eat but did have good flavour. Restaurant was clean. Service was overall ok.', ""Had a sushi supper last week. The waitress was attentive and very nice. Although it isn't huge inside, we fit into a booth and were quite comfortable. The sushi was made fresh, the rolls were delicious and the nigiri was good as well.\xa0  We ordered the sushi tray 'b', maki combo, and unagi rolls, while the kids also enjoyed the chicken teriyaki meal and udong soup. We had started with the tako yaki (battered octopus) and it was great, done differently then I expected but I would have again.  We do wish they would have had a better mixed sushi combo available. But we worked it out, topped it off with a sapporo and we were stuffed!\xa0Overall I was impressed at the sushi in Yorkton."", ""I was travelling trough and called in my order for Pick-up, \xa0I never stayed to eat in the restaurant, seems ok at a glance and staff appeared friendly. \xa0 Ordered the assorted sushi combo (spicy maki) and I was pleasantly surprised. \xa0All seafood nigiri and no sweet egg or bean curd, \xa0I don't care for those 2. \xa0If I was staying in Yorkton I would eat here again and I would definitely call in an order for pick up again while passing through."", 'Delicious Food.. Yorkton isn\'t exactly known for its food and it can definitely be difficult to find variety, much less variety that is as good as this. The restaurant itself isn\'t really anything special, aside from the waitresses, who dress is traditional garb.... But looks can be deceiving and the food here is amazing. I tried several items on the menu, ranging from sushi to stir-fried noodles with beef and soup, as well as tempura, and all of it was delicious. The portions were quite large as well.\r \r I would definitely recommend this place if you\'re looking for something a little different.... If you\'re a fan of sushi or want to give it a try, they have a lot to choose from and you won\'t be disappointed. The prices ""seem"" a bit high for the sushi but you really do get large portions... And even if you\'re not a fan of sushi or have no interest in trying it, they have plenty of other options to choose from.']"
16668008,Arigato Sushi,37,Yorkton,"14 Second Ave North, Yorkton, SK S3N 1G1",Yorkton,"Yorkton, Yorkton",-102.4613173,51.2106824,Asian,25,0,0,0,0,2,3.3,CDD614,Average,26,"['i love arigato sushi!!!! the best restaurant in yorkton! they are always serving a delicious food and service is good. the price is not bad. my fav roll is crazy roll!!! but they are not enough for big table but it is okey to having fun with family time!  Family Eats Friend', 'Was in Yorkton on a work trip and decided to try a few local spots. The sushi was ok, tuna smelled a little odd. The beef short ribs were tough and hard to eat but did have good flavour. Restaurant was clean. Service was overall ok.', ""Had a sushi supper last week. The waitress was attentive and very nice. Although it isn't huge inside, we fit into a booth and were quite comfortable. The sushi was made fresh, the rolls were delicious and the nigiri was good as well.\xa0  We ordered the sushi tray 'b', maki combo, and unagi rolls, while the kids also enjoyed the chicken teriyaki meal and udong soup. We had started with the tako yaki (battered octopus) and it was great, done differently then I expected but I would have again.  We do wish they would have had a better mixed sushi combo available. But we worked it out, topped it off with a sapporo and we were stuffed!\xa0Overall I was impressed at the sushi in Yorkton."", ""I was travelling trough and called in my order for Pick-up, \xa0I never stayed to eat in the restaurant, seems ok at a glance and staff appeared friendly. \xa0 Ordered the assorted sushi combo (spicy maki) and I was pleasantly surprised. \xa0All seafood nigiri and no sweet egg or bean curd, \xa0I don't care for those 2. \xa0If I was staying in Yorkton I would eat here again and I would definitely call in an order for pick up again while passing through."", 'Delicious Food.. Yorkton isn\'t exactly known for its food and it can definitely be difficult to find variety, much less variety that is as good as this. The restaurant itself isn\'t really anything special, aside from the waitresses, who dress is traditional garb.... But looks can be deceiving and the food here is amazing. I tried several items on the menu, ranging from sushi to stir-fried noodles with beef and soup, as well as tempura, and all of it was delicious. The portions were quite large as well.\r \r I would definitely recommend this place if you\'re looking for something a little different.... If you\'re a fan of sushi or want to give it a try, they have a lot to choose from and you won\'t be disappointed. The prices ""seem"" a bit high for the sushi but you really do get large portions... And even if you\'re not a fan of sushi or have no interest in trying it, they have plenty of other options to choose from.']"
